0,46,-1,216666,0.866667,3,-1,0.0769231,-0.2,-1,-1,0,0,40,0 
0,35,-1,56352,-0.2,11,-1,-0.692308,-0.2,-1,-1,0,0,40,-0.85 
0,41,-1,147372,-0.6,9,-1,0.230769,-0.2,-1,-1,0,0,48,-1 
0,30,-1,188146,-0.6,9,-1,0.0769231,-0.2,-1,-1,5013,0,40,-1 
0,30,-1,59496,-1,13,-1,-0.538462,-0.2,-1,-1,2407,0,40,-1 
0,32,0,293936,0.0666667,4,0.666667,0,0.2,-1,-1,0,0,40,0 
0,48,-1,149640,-0.6,9,-1,0.538462,-0.2,-1,-1,0,0,40,-1 
1,42,-1,116632,0.733333,16,-1,-0.230769,-0.2,-1,-1,0,0,45,-1 
0,29,-1,105598,-0.866667,10,-0.666667,-1,0.2,-1,-1,0,0,58,-1 
0,36,-1,155537,-0.6,9,-1,-0.846154,-0.2,-1,-1,0,0,40,-1 
0,28,-1,183175,-0.866667,10,-0.666667,0.230769,0.2,-1,1,0,0,40,-1 
1,53,-1,169846,-0.6,9,-1,0.230769,-1,-1,1,0,0,40,-1 
1,49,-0.428571,191681,-0.866667,10,-1,-0.384615,-0.2,-1,-1,0,0,50,-1 
0,25,0,200681,-0.866667,10,-0.333333,0,-0.6,-1,-1,0,0,40,-1 
0,19,-1,101509,-0.866667,10,-0.333333,-0.230769,-0.6,-1,-1,0,0,32,-1 
0,31,-1,309974,-1,13,0,-0.538462,-0.6,1,1,0,0,40,-1 
1,29,-0.714286,162298,-1,13,-1,-0.538462,-0.2,-1,-1,0,0,70,-1 
0,23,-1,211678,-0.866667,10,-0.333333,0.0769231,0.2,-1,-1,0,0,40,-1 
0,79,-1,124744,-0.866667,10,-1,-0.230769,0.6,-1,-1,0,0,20,-1 
0,27,-1,213921,-0.6,9,-0.333333,-0.692308,-0.6,-1,-1,0,0,40,0 
0,40,-1,32214,-0.333333,12,-1,0.230769,-0.2,-1,-1,0,0,40,-1 
0,67,0,212759,0.6,6,-1,0,-0.2,-1,-1,0,0,2,-1 
0,18,-1,309634,-0.733333,7,-0.333333,-0.692308,-0.6,-1,1,0,0,22,-1 
0,31,0.142857,125927,0.0666667,4,-1,0.384615,-0.2,-1,-1,0,0,40,-1 
0,18,-1,446839,-0.6,9,-0.333333,-0.538462,0.2,-1,-1,0,0,30,-1 
0,52,-1,276515,-1,13,-1,-0.692308,-0.2,-1,-1,0,0,40,-0.4 
0,46,-1,51618,-0.6,9,-1,-0.692308,-1,-1,1,0,0,40,-1 
0,59,-1,159937,-0.6,9,-1,-0.538462,-0.2,-1,-1,0,0,48,-1 
1,44,-1,343591,-0.6,9,-0.666667,-0.846154,0.2,-1,1,14344,0,40,-1 
0,53,-1,346253,-0.6,9,-0.666667,-0.538462,-0.6,-1,1,0,0,35,-1 
1,49,0.142857,268234,-0.6,9,-1,0.846154,-0.2,-1,-1,0,0,40,-1 
0,33,-1,202051,0.333333,14,-1,-0.230769,-0.2,-1,-1,0,0,50,-1 
0,30,-1,54334,-0.0666667,5,-0.333333,-0.538462,0.2,-1,-1,0,0,40,-1 
1,43,-0.142857,410867,0.733333,16,-0.333333,-0.230769,0.2,-1,1,0,0,50,-1 
0,57,-1,249977,-0.2,11,-1,-0.230769,-0.2,-1,-1,0,0,40,-1 
0,37,-1,286730,-0.866667,10,-0.666667,-0.846154,1,-1,1,0,0,40,-1 
0,28,-1,212563,-0.866667,10,-0.666667,0.0769231,1,1,1,0,0,25,-1 
0,30,-1,117747,-0.6,9,-1,-0.538462,-1,-0.5,1,0,1573,35,0 
1,34,0.142857,226296,-1,13,-1,0.846154,-0.2,-1,-1,0,0,40,-1 
0,29,0.142857,115585,-0.866667,10,-0.333333,-0.0769231,0.2,-1,-1,0,0,50,-1 
1,48,-0.714286,191277,0.733333,16,-1,-0.230769,-0.2,-1,-1,0,1902,60,-1 
1,37,-1,202683,-0.866667,10,-1,-0.538462,-0.2,-1,-1,0,0,48,-1 
0,48,-1,171095,-0.333333,12,-0.666667,-0.384615,1,-1,1,0,0,40,-0.9 
0,32,-0.142857,249409,-0.6,9,-0.333333,-0.692308,-0.6,1,-1,0,0,40,-1 
1,76,-1,124191,0.333333,14,-1,-0.384615,-0.2,-1,-1,0,0,40,-1 
1,44,-1,198282,-1,13,-1,-0.384615,-0.2,-1,-1,15024,0,60,-1 
0,47,-0.714286,149116,0.333333,14,-0.333333,-0.230769,0.2,-1,1,0,0,50,-1 
0,20,-1,188300,-0.866667,10,-0.333333,-1,-0.6,-1,1,0,0,40,-1 
0,29,-1,103432,-0.6,9,-0.333333,-0.846154,0.2,-1,-1,0,0,40,-1 
1,32,-0.428571,317660,-0.6,9,-1,-0.846154,-0.2,-1,-1,7688,0,40,-1 
0,17,0,304873,0.6,6,-0.333333,0,-0.6,-1,1,34095,0,32,-1 
0,30,-1,194901,-0.733333,7,-0.333333,-0.0769231,-0.6,-1,-1,0,0,40,-1 
0,31,0.142857,189265,-0.6,9,-0.333333,0.230769,0.2,-1,1,0,0,40,-1 
0,42,-1,124692,-0.6,9,-1,-0.0769231,-0.2,-1,-1,0,0,40,-1 
0,24,-1,432376,-1,13,-0.333333,-0.538462,0.6,-1,-1,0,0,40,-1 
1,38,-1,65324,-0.466667,15,-1,-0.230769,-0.2,-1,-1,0,0,40,-1 
1,56,-0.714286,335605,-0.6,9,-1,-0.692308,-0.2,-1,-1,0,1887,50,-0.8 
0,28,-1,377869,-0.866667,10,-1,-0.538462,-1,-1,1,4064,0,25,-1 
0,36,-1,102864,-0.6,9,-0.333333,0.0769231,-0.6,-1,1,0,0,40,-1 
0,53,-1,95647,-0.0666667,5,-1,-0.0769231,-0.2,-1,-1,0,0,50,-1 
0,56,-0.428571,303090,-0.866667,10,-1,-0.538462,-0.2,-1,-1,0,0,50,-1 
1,49,0.142857,197371,-0.2,11,-1,-0.846154,-0.2,1,-1,0,0,40,-1 
0,55,-1,247552,-0.866667,10,-1,-0.538462,-0.2,-1,-1,0,0,56,-1 
0,22,-1,102632,-0.6,9,-0.333333,-0.846154,0.2,-1,-1,0,0,41,-1 
0,21,-1,199915,-0.866667,10,-0.333333,-0.692308,-0.6,-1,1,0,0,40,-1 
0,40,-1,118853,-1,13,-1,-0.384615,-0.2,-1,-1,0,0,60,-1 
0,30,-1,77143,-1,13,-0.333333,-0.384615,-0.6,1,-1,0,0,40,-0.75 
1,29,0.428571,267989,-1,13,-1,-0.230769,-0.2,-1,-1,0,0,50,-1 
0,19,-1,301606,-0.866667,10,-0.333333,-0.692308,-0.6,1,-1,0,0,35,-1 
1,47,-1,287828,-1,13,-1,-0.384615,-1,-1,1,0,0,40,-1 
0,20,-1,111697,-0.866667,10,-0.333333,0.230769,-0.6,-1,1,0,1719,28,-1 
1,31,-1,114937,-0.333333,12,-1,0.230769,-0.2,-1,-1,0,0,40,-1 
0,35,0,129305,-0.6,9,-1,0,-0.2,-1,-1,0,0,40,-1 
0,39,-1,365739,-0.866667,10,-0.666667,-0.846154,0.2,-1,-1,0,0,40,-1 
0,28,-1,69621,-0.333333,12,-0.333333,-0.538462,0.2,-1,1,0,0,60,-1 
0,24,-1,43323,-0.6,9,-0.333333,-0.692308,0.2,-1,1,0,1762,40,-1 
0,38,-0.714286,120985,-0.6,9,-1,-0.846154,-0.2,-1,-1,4386,0,35,-1 
0,37,-1,254202,-1,13,-1,-0.538462,-0.2,-1,-1,0,0,50,-1 
0,46,-1,146195,-0.333333,12,-0.666667,-1,0.2,1,1,0,0,36,-1 
1,38,-0.142857,125933,0.333333,14,-1,-0.230769,-0.2,-1,-1,0,0,40,-0.35 
0,43,-0.714286,56920,-0.6,9,-1,-0.846154,-0.2,-1,-1,0,0,60,-1 
0,27,-1,163127,-0.2,11,-1,0.230769,-1,-1,1,0,0,35,-1 
0,20,-1,34310,-0.866667,10,-0.333333,-0.538462,-0.6,-1,-1,0,0,20,-1 
1,49,-1,81973,-0.866667,10,-1,-0.846154,-0.2,-0.5,-1,0,0,40,-1 
0,61,-0.428571,66614,-0.6,9,-1,-0.846154,-0.2,-1,-1,0,0,40,-1 
0,27,-1,232782,-0.866667,10,-0.333333,-0.538462,-0.6,-1,1,0,0,40,-1 
0,19,-1,316868,-0.866667,10,-0.333333,-0.692308,-0.6,-1,-1,0,0,30,0 
1,45,-1,196584,-0.2,11,-0.333333,-0.230769,0.2,-1,1,0,1564,40,-1 
0,70,-1,105376,-0.866667,10,-0.333333,-1,0.6,-1,-1,0,0,40,-1 
0,31,-1,185814,-0.6,9,-0.333333,0.538462,1,1,1,0,0,30,-1 
0,22,-1,175374,-0.866667,10,-1,-0.692308,-0.2,-1,-1,0,0,24,-1 
0,36,-1,108293,-0.6,9,0.333333,-0.692308,1,-1,1,0,0,24,-1 
0,64,-1,181232,-0.733333,7,-1,-0.846154,-0.2,-1,-1,0,2179,40,-1 
0,43,0,174662,-0.866667,10,-0.666667,0,0.2,-1,1,0,0,40,-1 
0,47,0.142857,186009,-0.866667,10,-0.666667,0.230769,1,-1,1,0,0,38,0 
0,34,-1,198183,-0.6,9,-0.333333,0.230769,0.2,-1,1,0,0,40,-1 
0,33,-1,163003,-1,13,-0.333333,-0.384615,0.6,-0.5,1,0,0,40,-0.25 
0,21,-1,296158,-0.6,9,-0.333333,-0.846154,-0.6,-1,-1,0,0,35,-1 
1,52,0,252903,-0.6,9,-0.666667,0,0.2,-1,-1,0,0,45,-1 
0,48,-1,187715,-0.6,9,-1,-0.846154,-0.2,-1,-1,0,0,46,-1 
0,23,-1,214542,-1,13,-0.333333,-0.0769231,0.2,-1,-1,0,0,40,-1 
0,71,-0.714286,494223,-0.866667,10,0,-0.538462,1,1,-1,0,1816,2,-1 
0,29,-1,191535,-0.6,9,-0.666667,-0.846154,0.2,-1,-1,0,0,60,-1 
0,42,-1,228456,-1,13,0,-0.692308,0.6,1,-1,0,0,50,-1 
0,68,0,38317,0.466667,2,-0.666667,0,0.2,-1,1,0,0,20,-1 
0,25,-1,252752,-0.6,9,-0.333333,-0.692308,1,-1,1,0,0,40,-1 
0,44,-0.428571,78374,0.333333,14,-0.666667,-0.384615,1,-0.5,1,0,0,40,-1 
0,28,-1,88419,-0.6,9,-0.333333,-0.384615,0.2,-0.5,1,0,0,40,-0.9 
1,45,-0.714286,201080,0.333333,14,-1,-0.538462,-0.2,-1,-1,0,0,40,-1 
0,36,-1,207157,-0.866667,10,-0.666667,-0.692308,1,-1,1,0,0,40,0 
0,39,-0.142857,235485,-0.333333,12,-0.333333,-0.384615,0.2,-1,-1,0,0,42,-1 
0,46,0.428571,102628,0.333333,14,0.333333,0.846154,1,-1,-1,0,0,40,-1 
0,18,-1,25828,-0.733333,7,-0.333333,-0.0769231,-0.6,-1,-1,0,0,16,-1 
0,66,0.142857,54826,-0.2,11,0.333333,-0.230769,0.2,-1,1,0,0,20,-1 
0,27,-1,124953,-0.6,9,-0.333333,-0.692308,0.2,-1,-1,0,1980,40,-1 
0,28,0.428571,175325,-0.6,9,-1,0.846154,-0.2,-1,-1,0,0,40,-1 
1,51,-1,96062,-0.866667,10,-1,-0.538462,-0.2,-1,-1,0,1977,40,-1 
0,27,-1,428030,-1,13,-0.333333,-0.846154,0.2,-1,-1,0,0,50,-1 
1,28,0.428571,149624,-1,13,-1,-0.230769,-0.2,-1,-1,0,0,40,-1 
0,27,-1,253814,-0.6,9,0.666667,-0.538462,1,-1,1,0,0,25,-1 
0,21,-1,312956,-0.6,9,-0.333333,-0.846154,-0.6,1,-1,0,0,40,-1 
0,34,-1,483777,-0.6,9,-0.333333,-0.0769231,0.2,1,-1,0,0,40,-1 
0,18,-1,183930,-0.6,9,-0.333333,-0.692308,-0.6,-1,-1,0,0,12,-1 
0,33,-1,37274,-1,13,-1,-0.230769,-0.2,-1,-1,0,0,65,-1 
1,44,0.142857,181344,-0.866667,10,-1,-0.384615,-0.2,1,-1,0,0,38,-1 
0,43,-1,114580,-0.866667,10,-0.666667,0.230769,0.2,-1,1,0,0,40,-1 
0,30,-1,633742,-0.866667,10,-0.333333,-0.846154,0.2,1,-1,0,0,45,-1 
1,40,-1,286370,0.0666667,4,-1,0.0769231,-0.2,-1,-1,0,0,40,0 
1,37,-0.142857,29054,-0.866667,10,-1,0.230769,-0.2,-1,-1,0,0,42,-1 
0,34,-1,304030,-0.6,9,-1,0.230769,-0.2,1,-1,0,0,40,-1 
0,41,-0.714286,143129,-1,13,-0.666667,-0.384615,0.2,-1,1,0,0,40,-1 
0,53,0,135105,-1,13,-0.666667,0,0.2,-1,1,0,0,50,-1 
0,31,-1,99928,0.333333,14,-1,-0.230769,-1,-1,1,0,0,50,-1 
1,58,0.428571,109567,0.733333,16,-1,-0.230769,-0.2,-1,-1,0,0,1,-1 
0,38,-1,155222,-0.866667,10,-0.666667,0.0769231,0.2,1,1,0,0,28,-1 
0,24,-1,159567,-0.866667,10,-1,0.0769231,-0.2,-1,-1,0,0,40,-1 
0,41,0.142857,523910,-1,13,-1,-0.846154,-0.2,1,-1,0,0,40,-1 
0,47,-1,120939,-0.866667,10,-1,-1,-0.2,-1,-1,0,0,45,-1 
0,41,-0.142857,130760,-1,13,-1,-1,-0.2,-1,-1,0,0,24,-1 
0,23,-1,197387,0.866667,3,-1,0.538462,0.6,-1,-1,0,0,40,0 
0,36,-1,99374,-0.866667,10,-0.666667,-0.846154,0.2,-1,-1,0,0,40,-1 
1,40,-0.142857,56795,0.333333,14,-0.333333,-0.384615,0.2,-1,1,14084,0,55,-1 
1,35,-1,138992,0.333333,14,-1,-0.230769,0.6,-1,-1,7298,0,40,-1 
0,24,-0.714286,32921,-0.6,9,-0.333333,-0.538462,0.2,-1,-1,0,0,40,-1 
0,26,-1,397317,0.333333,14,-0.333333,-0.230769,0.2,-1,1,0,1876,40,-1 
0,19,0,170653,-0.6,9,-0.333333,0,-0.6,-1,-1,0,0,40,-0.2 
1,51,-1,259323,-1,13,-1,-0.384615,-0.2,-1,-1,0,0,50,-1 
0,42,0.142857,254817,-0.866667,10,-0.333333,-0.230769,0.2,-1,1,0,1340,40,-1 
0,37,0.428571,48211,-0.6,9,-0.666667,0.230769,1,-1,1,0,0,35,-1 
0,18,-1,140164,-0.733333,7,-0.333333,-0.538462,-0.6,-1,1,0,0,40,-1 
1,36,-1,128757,-1,13,-1,-0.692308,-0.2,1,-1,7298,0,36,-1 
0,35,-1,36270,-0.6,9,-0.666667,-0.846154,0.2,-1,-1,0,0,60,-1 
1,58,-0.428571,210563,-0.6,9,-1,-0.538462,-1,-1,1,15024,0,35,-1 
0,17,-1,65368,-0.733333,7,-0.333333,-0.538462,-0.6,-1,1,0,0,12,-1 
0,44,0.142857,160943,-0.6,9,-1,0.538462,-0.2,1,-1,0,0,40,-1 
1,37,-1,208358,-0.6,9,-1,-0.846154,-0.2,-1,-1,0,0,40,-1 
0,35,-1,153790,-0.866667,10,-0.333333,-0.538462,0.2,0,1,0,0,40,-1 
0,60,-1,85815,-0.6,9,-1,-0.846154,-0.2,-0.5,-1,0,0,40,-1 
1,54,-0.428571,125417,0.0666667,4,-1,0.0769231,-0.2,-1,-1,0,0,40,-1 
1,37,-1,635913,-1,13,-0.333333,-0.384615,0.2,1,-1,0,0,60,-1 
0,50,-1,313321,-0.333333,12,-0.666667,-0.538462,0.2,-1,1,0,0,40,-1 
0,38,-1,182609,-1,13,-1,-0.538462,-0.2,-1,-1,0,0,50,-0.15 
0,45,-1,109434,-1,13,-1,-0.230769,-0.2,-1,-1,0,0,55,-1 
0,25,-1,255004,0.6,6,-0.333333,-0.846154,0.2,-1,-1,0,0,40,-1 
0,31,-1,197860,-0.866667,10,-1,-0.0769231,-0.2,-1,-1,0,0,40,-1 
0,64,0,187656,0.466667,2,-0.666667,0,0.2,-1,-1,0,0,40,-1 
0,90,-1,51744,-0.6,9,-0.333333,-0.692308,0.2,1,-1,0,2206,40,-1 
0,54,-1,176681,-0.6,9,-1,0.230769,-0.2,1,-1,0,0,20,-1 
0,53,0.142857,140359,1,1,-0.333333,0.0769231,0.2,-1,1,0,0,35,-1 
0,18,-1,243313,-0.6,9,-0.333333,-0.538462,-0.6,-1,1,0,0,40,-1 
0,60,0,24215,0.6,6,-0.666667,0,0.2,0,1,0,0,10,-1 
0,66,-0.714286,167687,-0.6,9,-1,0.384615,-0.2,-1,-1,1409,0,50,-1 
0,75,-1,314209,-0.2,11,0.333333,0.230769,0.2,-1,1,0,0,20,0.45 
0,65,-1,176796,-0.6,9,-0.666667,0.230769,0.2,-1,1,0,0,40,-1 
0,35,-1,538583,-0.733333,7,0,0.538462,0.2,1,-1,3674,0,40,-1 
0,41,-1,130408,-0.6,9,-0.666667,-0.538462,1,1,1,0,0,38,-1 
0,25,-1,159732,-0.866667,10,-0.333333,0.230769,0.2,-1,-1,0,0,42,-1 
0,33,-1,110978,-0.866667,10,-0.666667,-0.846154,0.6,0.5,1,0,0,40,-1 
1,28,-1,76714,-0.466667,15,-0.333333,-0.230769,0.2,-1,-1,0,0,55,-1 
0,59,0.428571,268700,-0.6,9,-1,-0.692308,-0.2,-1,-1,0,0,40,-1 
0,40,0.428571,170525,-0.866667,10,-0.333333,0.230769,0.2,-1,1,0,0,38,-1 
1,41,-1,180138,-1,13,-1,-0.384615,-0.2,-1,-1,0,0,50,-0.35 
1,38,0.142857,115076,0.333333,14,-1,-0.384615,-0.2,-1,-1,0,0,70,-1 
0,23,-1,115458,-0.6,9,-0.333333,0.538462,-0.6,-1,-1,0,0,40,-1 
1,40,-1,347890,-1,13,-1,-0.230769,-0.2,-1,-1,0,0,40,-1 
0,41,-0.714286,196001,-0.6,9,-1,-0.692308,-1,-1,1,0,0,20,-1 
0,24,0.428571,273905,-0.333333,12,-1,0.846154,-0.2,-1,-1,0,0,50,-1 
0,20,0,119156,-0.866667,10,-0.333333,0,-0.6,-1,-1,0,0,20,-1 
0,38,-1,179488,-0.866667,10,-0.666667,-0.846154,0.2,-1,-1,0,1741,40,-1 
0,56,-1,203580,-0.6,9,-1,0.230769,-0.2,-1,-1,0,0,35,0 
1,58,-1,236596,-0.6,9,-1,0.230769,-0.2,-1,-1,0,0,45,-1 
0,32,-1,183916,-0.6,9,-0.333333,-0.692308,0.2,-1,1,0,0,34,-1 
1,40,-1,207578,-0.333333,12,-1,-1,-0.2,-1,-1,0,1977,60,-1 
0,45,-1,153141,-0.6,9,-1,0.230769,-0.2,-1,-1,0,0,40,0 
1,41,-1,112763,-0.466667,15,-1,-0.230769,-1,-1,1,0,0,40,-1 
0,42,-1,390781,-1,13,-1,0.230769,-1,1,1,0,0,40,-1 
0,59,0.142857,171328,0.6,6,0.333333,-0.692308,1,1,1,0,0,30,-1 
0,19,0.142857,27382,-0.866667,10,-0.333333,0.230769,-0.6,-1,-1,0,0,40,-1 
0,58,-1,259014,-0.866667,10,-0.333333,0.538462,0.2,-1,-1,0,0,20,-1 
1,42,-0.714286,303044,-0.6,9,-1,0.384615,-0.2,-0.5,-1,0,0,40,-0.95 
0,20,-1,117789,-0.6,9,-0.333333,-0.692308,-0.6,-1,1,0,0,40,-1 
0,32,-1,172579,-0.6,9,0,-0.692308,0.2,-1,1,0,0,30,-1 
0,45,-1,187666,-0.2,11,0.333333,-0.384615,0.2,-1,1,0,0,45,-1 
0,50,-1,204518,0.0666667,4,-0.666667,-0.846154,0.2,-1,-1,0,0,40,-1 
0,36,-1,150042,-1,13,-0.666667,-0.230769,-0.6,-1,1,0,0,40,-1 
0,45,-1,98092,-0.6,9,-1,-0.538462,-0.2,-1,-1,0,0,60,-1 
0,17,-1,245918,-0.733333,7,-0.333333,-0.692308,-0.6,-1,-1,0,0,12,-1 
0,59,-1,146013,-0.866667,10,-1,-0.538462,-0.2,-1,-1,4064,0,40,-1 
0,26,-1,378322,-0.733333,7,-1,-0.846154,-0.2,-1,-1,0,0,40,-1 
1,37,-0.428571,257295,-0.866667,10,-1,-0.384615,-0.2,-0.5,-1,0,0,75,0.7 
0,19,0,218956,-0.866667,10,-0.333333,0,-0.6,-1,-1,0,0,24,-0.8 
1,64,-1,21174,-0.6,9,-1,-0.384615,-0.2,-1,-1,0,0,40,-1 
0,33,-1,185480,-1,13,-0.333333,-0.230769,0.2,-1,1,0,0,45,-1 
1,33,-1,222205,-0.6,9,-1,-0.846154,-1,-1,1,0,0,40,-1 
1,61,-1,69867,-0.6,9,-1,-0.384615,-0.2,-1,-1,0,0,40,-1 
0,17,-1,191260,-0.0666667,5,-0.333333,-0.692308,-0.6,-1,-1,1055,0,24,-1 
0,50,-0.714286,30653,0.333333,14,-1,0.384615,-0.2,-1,-1,2407,0,98,-1 
0,27,0.142857,209109,0.333333,14,-0.333333,-0.230769,-0.6,-1,-1,0,0,35,-1 
0,30,-1,70377,-0.6,9,-0.666667,-0.230769,-0.6,-1,1,0,0,40,-1 
0,43,-1,477983,-0.6,9,-1,-0.0769231,-0.2,1,-1,0,0,40,-1 
1,44,-1,170924,-0.866667,10,-1,-0.846154,-0.2,-1,-1,7298,0,40,-1 
0,35,-1,190174,-0.866667,10,-0.333333,-0.384615,0.2,-1,1,0,0,40,-1 
0,25,-1,193787,-0.866667,10,-0.333333,-1,-0.6,-1,1,0,0,40,-1 
1,24,-1,279472,-0.866667,10,-1,0.0769231,-1,-1,1,7298,0,48,-1 
0,22,-1,34918,-1,13,-0.333333,-0.230769,0.2,-1,1,0,0,15,-0.75 
1,42,0.142857,97688,-0.866667,10,-1,-0.846154,-0.2,-1,-1,5178,0,40,-1 
0,34,-1,175413,-0.333333,12,-0.666667,-0.538462,1,1,1,0,0,45,-1 
0,60,-1,173960,-1,13,-0.666667,-0.230769,0.2,-1,1,0,0,42,-1 
0,21,-1,205759,-0.6,9,-0.333333,-0.0769231,-0.6,-1,-1,0,0,40,-1 
1,57,-0.142857,425161,0.333333,14,-1,-0.538462,-0.2,-1,-1,15024,0,40,-1 
1,41,-1,220531,-0.466667,15,-1,-0.230769,-0.2,-1,-1,0,0,60,-1 
0,50,-1,176609,-0.866667,10,-0.666667,-0.692308,0.2,-1,-1,0,0,45,-1 
0,25,-1,371987,-1,13,-0.333333,-0.384615,0.2,-1,1,0,0,40,-1 
0,50,-1,193884,0.0666667,4,-1,-0.846154,-0.2,-1,-1,0,0,40,0.3 
0,36,-1,200352,-1,13,-1,-0.230769,-0.2,-1,-1,0,0,45,-1 
0,31,-1,127595,-0.6,9,-0.666667,-0.230769,0.2,-1,1,0,0,40,-1 
