2	 1:23.7	 2:26.272	 3:585.2	 4:749.2	 5:4.76416302416414E-03
2	 1:23.39	 2:28.3233333333333	 3:464	 4:1086	 5:5.04331038348948E-03
2	 1:23.3733333333333	 2:28.445	 3:464	 4:1092.5	 5:5.06001703431877E-03
2	 1:23.39	 2:28.5	 3:471.5	 4:1103.75	 5:5.07502467892817E-03
2	 1:23.3233333333333	 2:28.5	 3:475.666666666667	 4:1104.5	 5:5.0544759894773E-03
2	 1:23.365	 2:28.5	 3:471.5	 4:1103.5	 5:5.06731029811295E-03
2	 1:23.29	 2:28.5	 3:467.75	 4:1112	 5:5.04422920396206E-03
2	 1:23.3066666666667	 2:28.5333333333333	 3:466.5	 4:1105.66666666667	 5:5.05530397430099E-03
2	 1:23.29	 2:28.7	 3:464	 4:1104	 5:5.07991640233217E-03
2	 1:23.29	 2:28.7	 3:467	 4:1117.2	 5:5.07991640233217E-03
2	 1:23.29	 2:28.675	 3:467.75	 4:1121.25	 5:5.07545528038826E-03
2	 1:23.29	 2:28.6166666666667	 3:466.5	 4:1115.66666666667	 5:5.06504624269139E-03
2	 1:23.29	 2:28.66	 3:459	 4:1120	 5:5.07277863768927E-03
2	 1:23.29	 2:28.55	 3:464	 4:1123.75	 5:5.0531506227436E-03
2	 1:23.29	 2:28.6	 3:470	 4:1116	 5:5.06207229539191E-03
2	 1:23.272	 2:28.6	 3:464	 4:1126.8	 5:5.05652695304372E-03
2	 1:23.2	 2:28.4175	 3:464	 4:1112.75	 5:5.00201570843155E-03
2	 1:23.23	 2:28.5	 3:449	 4:1104.5	 5:5.0258311747689E-03
2	 1:23.29	 2:28.5	 3:464	 4:1108	 5:5.04422920396206E-03
2	 1:23.215	 2:28.6333333333333	 3:462.333333333333	 4:1127.83333333333	 5:5.04492264821108E-03
2	 1:23.2	 2:28.6	 3:469	 4:1128.75	 5:5.03439915237488E-03
2	 1:23.2	 2:28.65	 3:469	 4:1124.25	 5:5.04327191257943E-03
2	 1:23.2	 2:28.62	 3:469	 4:1130.4	 5:5.0379482263243E-03
2	 1:23.2	 2:28.7	 3:464	 4:1138	 5:5.05214492389298E-03
2	 1:23.2	 2:28.7	 3:456.5	 4:1144	 5:5.05214492389298E-03
2	 1:23.2	 2:28.718	 3:457	 4:1140	 5:5.0553392694394E-03
2	 1:23.2	 2:28.79	 3:450.25	 4:1139.25	 5:5.06811697708606E-03
2	 1:23.2	 2:28.79	 3:446	 4:1167.33333333333	 5:5.06811697708606E-03
2	 1:23.14	 2:28.79	 3:451.6	 4:1159.6	 5:5.04961840975861E-03
2	 1:23.15	 2:28.89	 3:454.75	 4:1157.75	 5:5.07039060666789E-03
2	 1:23.15	 2:28.89	 3:448	 4:1159.5	 5:5.07039060666789E-03
2	 1:23.18	 2:28.83	 3:444	 4:1156.4	 5:5.06903438932986E-03
2	 1:23.1166666666667	 2:28.945	 3:444	 4:1160	 5:5.06980946716446E-03
2	 1:23.14	 2:28.956	 3:444	 4:1169.8	 5:5.07897170322202E-03
2	 1:23.1	 2:29	 3:444	 4:1176.16666666667	 5:5.07436212642666E-03
2	 1:23.1	 2:29.075	 3:444	 4:1175.25	 5:5.08759281801227E-03
2	 1:23.1	 2:28.918	 3:444	 4:1166.6	 5:5.05989720917094E-03
2	 1:23.1	 2:27.925	 3:444	 4:1140.25	 5:4.8847835460129E-03
2	 1:23.06	 2:27.772	 3:444	 4:1089.2	 5:4.84597890696344E-03
2	 1:23.02	 2:27.556	 3:435	 4:1042.6	 5:4.79628399598345E-03
2	 1:23.01	 2:27.8188333333333	 3:432	 4:1051.1	 5:4.83943509812856E-03
2	 1:23	 2:28.0816666666667	 3:429	 4:1059.6	 5:4.88253791514092E-03
2	 1:23	 2:27.956	 3:429	 4:1064.6	 5:4.86051760799699E-03
2	 1:22.9816666666667	 2:27.9083333333333	 3:429	 4:1061.66666666667	 5:4.84674149485762E-03
2	 1:23	 2:27.9266666666667	 3:429	 4:1058.33333333333	 5:4.85537781204804E-03
2	 1:23	 2:28.018	 3:429	 4:1061.6	 5:4.87138154496758E-03
2	 1:22.9816666666667	 2:28.0666666666667	 3:429	 4:1070.33333333333	 5:4.87445417299691E-03
2	 1:22.945	 2:28.1	 3:429	 4:1074	 5:4.86938124670424E-03
2	 1:23	 2:28.1	 3:429	 4:1086.25	 5:4.8857505561061E-03
2	 1:22.956	 2:28.2	 3:429	 4:1089.6	 5:4.89012795696835E-03
2	 1:22.9725	 2:28.1	 3:429	 4:1085	 5:4.87755984259212E-03
2	 1:22.945	 2:28.1333333333333	 3:429	 4:1085	 5:4.87520277362808E-03
2	 1:23	 2:28.2	 3:429	 4:1088	 5:4.90327463194147E-03
2	 1:22.945	 2:28.2	 3:429	 4:1091.75	 5:4.88684615185727E-03
2	 1:23	 2:28.1333333333333	 3:429	 4:1091.33333333333	 5:4.89159180585966E-03
2	 1:22.912	 2:28.1	 3:429	 4:1088.2	 5:4.85958290505565E-03
2	 1:22.89	 2:28.1	 3:429	 4:1087.5	 5:4.85306034574781E-03
2	 1:22.89	 2:27.956	 3:432	 4:1079.2	 5:4.82799752977294E-03
2	 1:22.865	 2:27.84	 3:432.75	 4:1077.25	 5:4.80047642649419E-03
2	 1:22.8733333333333	 2:27.6833333333333	 3:439	 4:1064.16666666667	 5:4.77568424252338E-03
2	 1:22.8733333333333	 2:27.6	 3:429	 4:1056.4	 5:4.76119826877342E-03
2	 1:22.89	 2:27.6	 3:432.75	 4:1043.6	 5:4.76604528011147E-03
2	 1:22.815	 2:27.445	 3:432.75	 4:1039.5	 5:4.7174223493656E-03
2	 1:22.84	 2:27.3733333333333	 3:436.5	 4:1028.66666666667	 5:4.71219953995305E-03
2	 1:22.79	 2:27.365	 3:438	 4:1020.4	 5:4.69639044961084E-03
2	 1:22.79	 2:27.2	 3:444	 4:1018	 5:4.66786058404679E-03
2	 1:22.79	 2:27.1714285714286	 3:435.428571428571	 4:1015.14285714286	 5:4.66292061142762E-03
2	 1:22.79	 2:27.0666666666667	 3:434	 4:1006.33333333333	 5:4.64480804480218E-03
2	 1:22.79	 2:27.02	 3:432	 4:1002.6	 5:4.63674005674535E-03
2	 1:22.772	 2:26.934	 3:438	 4:993.2	 5:4.61679349309269E-03
2	 1:22.76	 2:26.8233333333333	 3:439	 4:983.333333333333	 5:4.59431462064815E-03
2	 1:22.7	 2:26.754	 3:432	 4:976.2	 5:4.56558276701595E-03
2	 1:22.7225	 2:26.7	 3:432.75	 4:980.75	 5:4.56256926364279E-03
2	 1:22.7	 2:26.6833333333333	 3:434	 4:971.333333333333	 5:4.55343518515253E-03
2	 1:22.7	 2:26.5333333333333	 3:444	 4:966.666666666667	 5:4.52765178461813E-03
2	 1:22.7	 2:26.4633333333333	 3:444	 4:963	 5:4.51562025722854E-03
2	 1:22.7	 2:26.445	 3:441.5	 4:952.333333333333	 5:4.51246921927278E-03
2	 1:22.7	 2:26.34	 3:444	 4:948	 5:4.49442297611622E-03
2	 1:22.7	 2:26.26	 3:444	 4:945	 5:4.48067415529907E-03
2	 1:22.7	 2:26.2	 3:441	 4:941.6	 5:4.47036293569594E-03
2	 1:22.7	 2:26.16	 3:438	 4:929.8	 5:4.46348897786061E-03
2	 1:22.7	 2:26.02	 3:441	 4:923.8	 5:4.43943131332927E-03
2	 1:22.7	 2:26.1	 3:440.25	 4:919	 5:4.45317832394532E-03
2	 1:22.7	 2:26	 3:439	 4:918.25	 5:4.4359946549457E-03
2	 1:22.7	 2:25.934	 3:438	 4:919.4	 5:4.42465394980727E-03
2	 1:22.7	 2:25.9266666666667	 3:439	 4:927.333333333333	 5:4.42339389680503E-03
2	 1:22.7	 2:25.815	 3:432.75	 4:920.25	 5:4.40420735236127E-03
2	 1:22.68	 2:25.772	 3:432	 4:902.4	 5:4.39144943150097E-03
2	 1:22.64	 2:25.696	 3:429	 4:904.4	 5:4.36771760822153E-03
2	 1:22.6	 2:25.575	 3:429	 4:897	 5:4.33639010072962E-03
2	 1:22.6666666666667	 2:25.6	 3:429	 4:892	 5:4.35838319402606E-03
2	 1:22.6	 2:25.525	 3:433.5	 4:882.5	 5:4.32785332156062E-03
2	 1:22.62	 2:25.476	 3:436.2	 4:887.2	 5:4.32477212303797E-03
2	 1:22.625	 2:25.55	 3:442.5	 4:889.25	 5:4.33874780423475E-03
2	 1:22.6	 2:25.39	 3:443.4	 4:889.2	 5:4.30480518013568E-03
2	 1:22.65	 2:25.42	 3:438	 4:880.75	 5:4.3231196096785E-03
2	 1:22.6	 2:25.2675	 3:442.5	 4:868.75	 5:4.2838925937963E-03
2	 1:22.6	 2:25.218	 3:439.8	 4:861	 5:4.27544259793873E-03
2	 1:22.6	 2:25.2	 3:439.8	 4:860.6	 5:4.2723699287058E-03
2	 1:22.6	 2:25.2	 3:435.5	 4:864	 5:4.2723699287058E-03
2	 1:22.6	 2:25.15	 3:430.75	 4:859	 5:4.26383489458762E-03
2	 1:22.6	 2:25.14	 3:440.6	 4:854.4	 5:4.26212791568025E-03
2	 1:22.6	 2:25.15	 3:428.2	 4:847.4	 5:4.26383489458762E-03
2	 1:22.6	 2:25.04	 3:432.2	 4:837.2	 5:4.24505863838244E-03
2	 1:22.6	 2:25.05	 3:431.75	 4:834.75	 5:4.24676552424079E-03
2	 1:22.6	 2:25.06	 3:429.2	 4:832.4	 5:4.2484724194037E-03
2	 1:22.6	 2:25	 3:433	 4:832	 5:4.23823118799312E-03
2	 1:22.6	 2:25	 3:433	 4:836.25	 5:4.23823118799312E-03
2	 1:22.6	 2:25	 3:428.2	 4:832.6	 5:4.23823118799312E-03
2	 1:22.6	 2:25.025	 3:428.25	 4:821.5	 5:4.2424983270408E-03
2	 1:22.6	 2:25.1	 3:425.4	 4:832.4	 5:4.25530009310245E-03
2	 1:22.6	 2:25.08	 3:429.2	 4:832.4	 5:4.2518862376435E-03
2	 1:22.56	 2:25.02	 3:433	 4:830.75	 5:4.2312841785683E-03
2	 1:22.58	 2:25.08	 3:433	 4:821.5	 5:4.24669048857924E-03
2	 1:22.575	 2:25.075	 3:433	 4:818.25	 5:4.24454028030122E-03
2	 1:22.56	 2:24.912	 3:433	 4:819.8	 5:4.21289593420237E-03
2	 1:22.55	 2:25.2	 3:433	 4:822.5	 5:4.25932809708705E-03
2	 1:22.6	 2:24.9175	 3:433	 4:818	 5:4.22415004171152E-03
2	 1:22.58	 2:25.06	 3:433	 4:812.8	 5:4.24328087024612E-03
2	 1:22.5666666666667	 2:24.9083333333333	 3:433	 4:816.5	 5:4.21398909213464E-03
2	 1:22.525	 2:24.945	 3:433	 4:822.25	 5:4.20949461543371E-03
2	 1:22.54	 2:24.89	 3:433	 4:825	 5:4.2040055610701E-03
2	 1:22.5	 2:24.865	 3:433	 4:816.5	 5:4.18949204255268E-03
2	 1:22.5	 2:24.9175	 3:433	 4:811.5	 5:4.19839744963948E-03
2	 1:22.5	 2:24.9116666666667	 3:433	 4:811	 5:4.19740794745465E-03
2	 1:22.56	 2:24.81	 3:433	 4:812.2	 5:4.19553025049749E-03
2	 1:22.525	 2:24.89	 3:426	 4:814.25	 5:4.20015063495153E-03
2	 1:22.52	 2:24.976	 3:430.2	 4:824	 5:4.21347256504319E-03
2	 1:22.575	 2:25.075	 3:433	 4:834.5	 5:4.24454028030123E-03
2	 1:22.6	 2:25	 3:433	 4:837	 5:4.23823118799312E-03
2	 1:22.6	 2:25.0214285714286	 3:433	 4:841.166666666667	 5:4.24188873218796E-03
2	 1:22.6	 2:25.0428571428571	 3:433	 4:845.333333333333	 5:4.24554631910682E-03
2	 1:22.6	 2:25.1	 3:433	 4:854.75	 5:4.25530009310245E-03
2	 1:22.6	 2:25.1	 3:428.333333333333	 4:850.333333333333	 5:4.25530009310245E-03
2	 1:22.6	 2:25.08	 3:424.6	 4:845.4	 5:4.2518862376435E-03
2	 1:22.6	 2:25.1666666666667	 3:433	 4:854.333333333333	 5:4.26667988011176E-03
1	 1:22.6	 2:25.0666666666667	 3:428.333333333333	 4:849.333333333333	 5:4.24961035468154E-03
1	 1:22.6	 2:25.2	 3:422.5	 4:853	 5:4.2723699287058E-03
1	 1:22.6	 2:25.2	 3:423.666666666667	 4:853	 5:4.2723699287058E-03
1	 1:22.54	 2:25.16	 3:424.6	 4:852	 5:4.2499210749079E-03
1	 1:22.54	 2:25.16	 3:427.4	 4:853.6	 5:4.2499210749079E-03
1	 1:22.54	 2:25.14	 3:421.8	 4:845.6	 5:4.2465196948245E-03
1	 1:22.525	 2:25.1	 3:426	 4:834.25	 5:4.23582915169482E-03
1	 1:22.5	 2:25.04	 3:421.8	 4:826.4	 5:4.21917771792251E-03
1	 1:22.5	 2:25	 3:419	 4:819.6	 5:4.21239217255268E-03
1	 1:22.5	 2:25	 3:419	 4:829.6	 5:4.21239217255268E-03
1	 1:22.5	 2:25	 3:419	 4:824	 5:4.21239217255268E-03
1	 1:22.5	 2:24.912	 3:419	 4:814.2	 5:4.1974644903524E-03
1	 1:22.5	 2:24.89	 3:419	 4:813.5	 5:4.1937326810038E-03
1	 1:22.5	 2:24.89	 3:419	 4:813.8	 5:4.1937326810038E-03
1	 1:22.5	 2:24.89	 3:419	 4:811	 5:4.1937326810038E-03
1	 1:22.478	 2:24.87	 3:419	 4:804.6	 5:4.18470411108146E-03
1	 1:22.456	 2:24.83	 3:419	 4:807.8	 5:4.17230818064312E-03
1	 1:22.5	 2:24.8566666666667	 3:419	 4:802.333333333333	 5:4.18807850916583E-03
1	 1:22.4175	 2:24.7475	 3:419	 4:796.75	 5:4.14856636550583E-03
1	 1:22.456	 2:24.81	 3:419	 4:794.4	 5:4.16892495641864E-03
1	 1:22.39	 2:24.7	 3:419	 4:790.6	 5:4.13358648459168E-03
1	 1:22.4175	 2:24.7225	 3:419	 4:789.75	 5:4.1443475474366E-03
1	 1:22.39	 2:24.7	 3:419	 4:782.2	 5:4.13358648459168E-03
2	 1:22.39	 2:24.7225	 3:419	 4:772.25	 5:4.13737694389585E-03
2	 1:22.39	 2:24.7170833333333	 3:419	 4:772.925	 5:4.13646442172095E-03
2	 1:22.39	 2:24.7116666666667	 3:419	 4:773.6	 5:4.13555190220584E-03
2	 1:22.39	 2:24.625	 3:419	 4:773.75	 5:4.12095195168535E-03
2	 1:22.39	 2:24.754	 3:416.2	 4:771.8	 5:4.14268366402263E-03
2	 1:22.39	 2:24.912	 3:418.6	 4:782.8	 5:4.16930285551727E-03
2	 1:22.39	 2:25.245	 3:415	 4:796.5	 5:4.22541274126769E-03
2	 1:22.39	 2:25.0925	 3:310.25	 4:809	 5:4.19971552453032E-03
1	 1:22.39	 2:25	 3:0	 4:805.5	 5:4.1841297156888E-03
1	 1:22.35	 2:24.978	 3:0	 4:791.4	 5:4.17019632275524E-03
1	 1:22.3233333333333	 2:25	 3:0	 4:779.333333333333	 5:4.16708241580403E-03
1	 1:22.365	 2:24.9725	 3:0	 4:780.75	 5:4.17310345378263E-03
1	 1:22.315	 2:24.89	 3:0	 4:781.75	 5:4.14650784083818E-03
1	 1:22.29	 2:24.9175	 3:0	 4:781	 5:4.14476697940617E-03
1	 1:22.29	 2:24.912	 3:0	 4:778.4	 5:4.14384601663705E-03
1	 1:22.26	 2:24.8566666666667	 3:0	 4:769.333333333333	 5:4.12698756337495E-03
1	 1:22.254	 2:24.85	 3:0	 4:766.5	 5:4.1243566010876E-03
1	 1:22.23	 2:24.7933333333333	 3:0	 4:763.25	 5:4.10884135392114E-03
1	 1:22.26	 2:24.8233333333333	 3:0	 4:762.333333333333	 5:4.12141651164059E-03
1	 1:22.2	 2:24.79	 3:0	 4:761.5	 5:4.10073726963565E-03
1	 1:22.2	 2:24.79	 3:0	 4:761	 5:4.10073726963565E-03
1	 1:22.2	 2:24.736	 3:0	 4:757	 5:4.09174588095119E-03
1	 1:22.2	 2:24.79	 3:0	 4:752.333333333333	 5:4.10073726963565E-03
1	 1:22.1333333333333	 2:24.7	 3:0	 4:748.666666666667	 5:4.06908365757901E-03
1	 1:22.1	 2:24.7	 3:0	 4:746.25	 5:4.06077210033269E-03
1	 1:22.15	 2:24.7225	 3:0	 4:745.25	 5:4.07697982248635E-03
1	 1:22.1	 2:24.7	 3:0	 4:740.666666666667	 5:4.06077210033269E-03
1	 1:22.1	 2:24.7	 3:0	 4:738	 5:4.06077210033269E-03
1	 1:22.1333333333333	 2:24.7	 3:0	 4:732.666666666667	 5:4.06908365757901E-03
1	 1:22.1	 2:24.7	 3:0	 4:727	 5:4.06077210033269E-03
1	 1:22.1	 2:24.675	 3:0	 4:716	 5:4.05663520140821E-03
1	 1:22.0666666666667	 2:24.6666666666667	 3:0	 4:723.25	 5:4.04697099901821E-03
1	 1:22.0666666666667	 2:24.6666666666667	 3:0	 4:718.333333333333	 5:4.04697099901821E-03
1	 1:22	 2:24.58	 3:0	 4:716.6	 5:4.01619278733235E-03
1	 1:21.978	 2:24.6	 3:0	 4:714	 5:4.0140562223397E-03
1	 1:21.978	 2:24.56	 3:0	 4:714.2	 5:4.00748724931948E-03
1	 1:21.945	 2:24.6	 3:0	 4:715	 5:4.00593001937022E-03
1	 1:21.9266666666667	 2:24.5	 3:0	 4:706.666666666667	 5:3.98505157493118E-03
1	 1:21.89	 2:24.5	 3:0	 4:706	 5:3.97608547610517E-03
1	 1:21.89	 2:24.525	 3:0	 4:698.75	 5:3.98016866833722E-03
1	 1:21.89	 2:24.5	 3:0	 4:692.5	 5:3.97608547610517E-03
1	 1:21.89	 2:24.5	 3:0	 4:694.75	 5:3.97608547610517E-03
1	 1:21.815	 2:24.4175	 3:0	 4:697.25	 5:3.94438928261232E-03
1	 1:21.8233333333333	 2:24.4633333333333	 3:0	 4:692	 5:3.95386507281094E-03
1	 1:21.79	 2:24.39	 3:0	 4:691	 5:3.93386813796092E-03
1	 1:21.79	 2:24.39	 3:0	 4:689.75	 5:3.93386813796092E-03
1	 1:21.79	 2:24.39	 3:0	 4:689	 5:3.93386813796092E-03
1	 1:21.7675	 2:24.39	 3:0	 4:687	 5:3.92842953743671E-03
1	 1:21.7675	 2:24.365	 3:0	 4:679.75	 5:3.92437745140477E-03
1	 1:21.754	 2:24.35	 3:0	 4:668.4	 5:3.91869166016661E-03
1	 1:21.7	 2:24.29	 3:0	 4:665.666666666667	 5:3.89601301458523E-03
1	 1:21.7	 2:24.29	 3:0	 4:664.75	 5:3.89601301458523E-03
1	 1:21.7	 2:24.29	 3:0	 4:668	 5:3.89601301458523E-03
1	 1:21.7	 2:24.29	 3:0	 4:661.25	 5:3.89601301458523E-03
1	 1:21.64	 2:24.236	 3:0	 4:658.2	 5:3.87297199396133E-03
1	 1:21.6	 2:24.2	 3:0	 4:656	 5:3.8576731827532E-03
1	 1:21.6	 2:24.2	 3:0	 4:654.8	 5:3.8576731827532E-03
1	 1:21.6	 2:24.2225	 3:0	 4:653.75	 5:.003861282127931
1	 1:21.5	 2:24.26	 3:0	 4:650.333333333333	 5:3.84355240302953E-03
1	 1:21.5	 2:24.2	 3:0	 4:650.75	 5:3.8339879085467E-03
1	 1:21.55	 2:24.2	 3:0	 4:648.25	 5:3.84581447627792E-03
1	 1:21.5	 2:24.2	 3:0	 4:640.333333333333	 5:3.8339879085467E-03
1	 1:21.5	 2:24.2	 3:0	 4:638	 5:3.8339879085467E-03
1	 1:21.5	 2:24.2	 3:0	 4:636.25	 5:3.8339879085467E-03
1	 1:21.5	 2:24.2	 3:0	 4:636.333333333333	 5:3.8339879085467E-03
1	 1:21.5	 2:24.15	 3:0	 4:635.75	 5:3.82601771979012E-03
1	 1:21.5	 2:24.175	 3:0	 4:635.5	 5:3.83000278879255E-03
1	 1:21.5	 2:24.125	 3:0	 4:627.5	 5:3.82203270153845E-03
1	 1:21.5	 2:24.15	 3:0	 4:626.25	 5:3.82601771979012E-03
1	 1:21.5	 2:24.125	 3:0	 4:621.5	 5:3.82203270153845E-03
1	 1:21.5	 2:24.1	 3:0	 4:621.75	 5:3.81804773403658E-03
1	 1:21.5	 2:24.1	 3:0	 4:620.666666666667	 5:3.81804773403658E-03
1	 1:21.5	 2:24.1	 3:0	 4:617	 5:3.81804773403658E-03
1	 1:21.5	 2:24.1	 3:0	 4:612.75	 5:3.81804773403658E-03
1	 1:21.4725	 2:24.075	 3:0	 4:614.5	 5:3.80760581536113E-03
1	 1:21.39	 2:24	 3:0	 4:617.333333333333	 5:3.77641938611092E-03
1	 1:21.4266666666667	 2:23.9266666666667	 3:0	 4:614.25	 5:3.77333000182496E-03
1	 1:21.39	 2:23.9725	 3:0	 4:610.75	 5:3.77206599728212E-03
1	 1:21.39	 2:23.9175	 3:0	 4:603	 5:3.76335940133541E-03
1	 1:21.39	 2:23.945	 3:0	 4:603.5	 5:3.76771266902404E-03
1	 1:21.365	 2:23.89	 3:0	 4:602	 5:3.75321614938758E-03
1	 1:21.3233333333333	 2:24	 3:0	 4:605.666666666667	 5:3.76092485713894E-03
1	 1:21.34	 2:23.9725	 3:0	 4:604.5	 5:3.7604533217008E-03
1	 1:21.315	 2:23.9725	 3:0	 4:599	 5:3.75465880754887E-03
1	 1:21.3566666666667	 2:24	 3:0	 4:600	 5:3.76866510404066E-03
1	 1:21.39	 2:23.9725	 3:0	 4:596.5	 5:3.77206599728212E-03
1	 1:21.315	 2:23.89	 3:0	 4:597.5	 5:3.74165963273266E-03
1	 1:21.29	 2:23.945	 3:0	 4:594	 5:3.74454576336437E-03
1	 1:21.29	 2:23.9725	 3:0	 4:590.5	 5:3.74887216352344E-03
1	 1:21.29	 2:23.89	 3:0	 4:586.666666666667	 5:3.73589314251898E-03
1	 1:21.29	 2:23.9266666666667	 3:0	 4:588	 5:3.74166152982765E-03
1	 1:21.29	 2:23.89	 3:0	 4:585.5	 5:3.73589314251898E-03
1	 1:21.29	 2:23.89	 3:0	 4:584.5	 5:3.73589314251898E-03
1	 1:21.254	 2:23.85	 3:0	 4:587.2	 5:3.72132453722628E-03
1	 1:21.23	 2:23.8233333333333	 3:0	 4:585	 5:3.71163679525134E-03
1	 1:21.218	 2:23.81	 3:0	 4:579.4	 5:3.70680031023175E-03
1	 1:21.2	 2:23.79	 3:0	 4:579.333333333333	 5:3.69955480346118E-03
1	 1:21.2	 2:23.79	 3:0	 4:581.6	 5:3.69955480346118E-03
1	 1:21.2	 2:23.79	 3:0	 4:581.666666666667	 5:3.69955480346118E-03
1	 1:21.2	 2:23.79	 3:0	 4:577.5	 5:3.69955480346118E-03
1	 1:21.2	 2:23.79	 3:0	 4:577.333333333333	 5:3.69955480346118E-03
